Gedad Vict;Año I;Canton;Provincia;Tipo muerte SRMCE2;NDD;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes2;antecedVBG vic vict;Años Privac;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Cuenta Victima;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict2;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
ENTRE 25 Y 34 AÑOS;2022;LOJA;LOJA;FEMICIDIO;110101822030024;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;FALLECIDO;NO APLICA;11;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;35;31;NO;INVESTIGACION PREVIA;NO APLICA;DIVORCIADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;28/2/2022;;NO APLICA;28/2/2022;27/2/2022;28/2/2022;2/3/2022;;;30/12/1899 0:00:00;1/3/2022;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;20:30;18:30;30/12/1899 12:45:00;66920;NO APLICA;NO;FLAGRANCIA;NO APLICA;-4,001002;-79,211004;DOMICILIO DEL VICTIMARIO;CASA/VILLA;NO APLICA;NO APLICA;2;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;SUPERIOR;SUPERIOR;SIN DATO;1;NO APLICA;;SIN DATO;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ABOGADO;ESTUDIANTE;NO APLICA;NO APLICA;NO APLICA;PAREJA;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA DE FUEGO;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;TOSAGUA;MANABI;FEMICIDIO;131501822030012;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;FEMICIDIO;FALLECIDO;NO APLICA;13;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;26;27;NO;INVESTIGACION PREVIA;NO APLICA;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;5/3/2022;;NO APLICA;5/3/2022;6/3/2022;5/3/2022;9/3/2022;;;30/12/1899 0:00:00;5/3/2022;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;14:30;11:30;30/12/1899 14:55:00;67060;NO APLICA;NO;SAI;NO APLICA;-0,797272;-80,185035;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;NO APLICA;3;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;SIN DATO;SIN DATO;SIN DATO;1;NO APLICA;;1;NO DETERMINADO;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;QUEHACER. DOMESTICOS;ESTUDIANTE;NO APLICA;NO APLICA;NO APLICA;CONYUGE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;IBARRA;IMBABURA;FEMICIDIO;100101822010296;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;FALLECIDO;NO APLICA;10;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;28;31;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;23/1/2022;;NO APLICA;22/1/2022;30/1/2022;22/1/2022;24/1/2022;;;30/12/1899 0:00:00;23/1/2022;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;19:15;11:00;30/12/1899 9:56:00;66018;NO APLICA;NO;SAI;NO APLICA;0,329163;-78,123163;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;NO APLICA;1;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;BACHILLERATO;1;NO APLICA;;SIN DATO;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;JORNALERO;NO APLICA;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA DE FUEGO;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 45 Y 64 AÑOS;2022;SANTO DOMINGO;SANTO DOMINGO DE LOS TSACHILAS;FEMICIDIO;230101822060692-1;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;URBANA;SOGA;NO APLICA;NO APLICA;FEMICIDIO;FALLECIDO;NO APLICA;23;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;41;47;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;AFROECUATORIANO/A-AFRODESCENDIENTE;MESTIZO/A;26/6/2022;;NO APLICA;26/6/2022;26/6/2022;26/6/2022;28/6/2022;;;30/12/1899 0:00:00;26/6/2022;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;09:40;04:00;30/12/1899 12:00:00;69976;NO APLICA;NO;SAI;NO APLICA;-0,232914;-79,18755;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;NO APLICA;6;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;PRIMARIA;1;NO APLICA;;SIN DATO;OTROS;JORNALERO;NO APLICA;NO APLICA;NO;NO;;NO;ESTRANGULACION;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;QUEHACER. DOMESTICOS;JORNALERO;NO APLICA;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;CONSTRICTORA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2021;PASAJE;EL ORO;FEMICIDIO;070901821100090;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;FALLECIDO;NO APLICA;07;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;30;41;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;14/10/2021;17/10/2021;NO APLICA;14/10/2021;;14/10/2021;15/10/2021;;;30/12/1899 0:00:00;14/10/2021;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;22:00;22:00;30/12/1899 12:04:00;63799;NO APLICA;NO;SAI;NO APLICA;-3,3011082;-79,7771823;DOMICILIO FAMILIAR;HACIENDAS;NO APLICA;NO APLICA;10;NO APLICA;SUICIDIO;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;EDUCACION BASICA;1;NO APLICA;;SIN DATO;OTROS;SIN DATO;NO APLICA;NO APLICA;NO APLICA;JUICIO DE ALIMENTOS;;NO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;QUEHACER. DOMESTICOS;ESTUDIANTE;NO APLICA;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA DE FUEGO;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 45 Y 64 AÑOS;2022;GUAYAQUIL;GUAYAS;FEMICIDIO;090101822010416;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;38;51;NO;JUICIO;NO APLICA;SOLTERO/A;SOLTERO/A;AFROECUATORIANO/A-AFRODESCENDIENTE;AFROECUATORIANO/A-AFRODESCENDIENTE;3/1/2022;17/4/2022;3/1/2022;2/1/2022;;2/1/2022;4/1/2022;4/1/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;01:30;22:30;30/12/1899 14:34:00;65501;NO APLICA;NO;FLAGRANCIA;NO;-2,2760208;-79,8773275;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;1;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;SIN DATO;1;NO APLICA;09572202200020;SIN DATO;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA DE FUEGO;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;EMPLEADO;EMPLEADO;NO;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA DE FUEGO;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;TENA;NAPO;FEMICIDIO;150101822020048;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;VIOLENCIA PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;URBANA;NINGUNA;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;15;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;32;33;NO;JUICIO;NO APLICA;SOLTERO/A;SOLTERO/A;INDIGENA;INDIGENA;12/2/2022;5/6/2022;12/2/2022;12/2/2022;13/2/2022;12/2/2022;14/2/2022;13/2/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;11:31;05:30;30/12/1899 11:13:00;66498;NO APLICA;NO;FLAGRANCIA;NO;-1,0466664;-77,58734162;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;2;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;EDUCACION BASICA;1;NO APLICA;15571202200069;SIN DATO;NO DETERMINADO;SIN DATO;NO APLICA;NO APLICA;NO;"TENTATIVA DE ASESINATO; ASESINATO";;NO;ESTRANGULACION;NO APLICA;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;ESTUDIANTE;ESTUDIANTE;NO;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;OTROS;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
SIN DATO;2022;GUAYAQUIL;GUAYAS;FEMICIDIO;090101822041062;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;49;SIN DATO;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;6/4/2022;;30/12/1899;6/4/2022;10/4/2022;6/4/2022;6/4/2022;;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 45 Y 64 AÑOS;NO;SI;09:30;04:00;30/12/1899 14:57:00;67925;NO APLICA;NO;SAI;NO;-2,19047726;-79,8867355;DOMICILIO DE LA VICTIMA;DEPARTAMENTO EN CASA O EDIFICIO;NO APLICA;SIN DATO;4;NO APLICA;NO APLICA;ECUADOR;VENEZUELA;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;;SIN DATO;NO DETERMINADO;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;SIN DATO;SI;NO APLICA;NO APLICA;PAREJA;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2021;NOBOL;GUAYAS;FEMICIDIO;092501821110020;141 FEMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;25;41;NO;JUICIO;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;15/11/2021;3/7/2022;NO APLICA;15/11/2021;;15/11/2021;15/11/2021;25/11/2021;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;07:35;03:00;30/12/1899 15:42:00;64442;NO APLICA;NO;SAI;NO;-1,91676337;-80,01103882;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;BACHILLERATO;1;NO APLICA;09266202101302;SIN DATO;OTROS;SIN DATO;SI;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;BACHILLER;COMERCIANTE;SI;NO APLICA;NO APLICA;EXCONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;PEDERNALES;MANABI;FEMICIDIO;131701822020033;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;NINGUNA;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;13;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;27;30;NO;INSTRUCCION FISCAL;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;7/2/2022;;30/12/1899;6/2/2022;28/8/2022;6/2/2022;8/2/2022;10/3/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;13:00;13:00;30/12/1899 17:06:00;66400;NO APLICA;NO;SAI;NO;0,0713897;-80,0547874;OTRO DOMICILIO;HOTELES;SIN DATO;6;2;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;PRIMARIA;1;NO APLICA;13340202200168;2;OTROS;SIN DATO;SIN DATO;NO APLICA;NO;NO;;NO;ESTRANGULACION;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;JORNALERO;SI;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;OTROS;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2022;GUAYAQUIL;GUAYAS;FEMICIDIO;090101822055375;141 FEMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;43;41;NO;EVALUACION Y PREPARATORIA DE JUICIO;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;29/5/2022;11/9/2022;30/5/2022;29/5/2022;29/5/2022;29/5/2022;30/5/2022;30/5/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;07:10;04:00;30/12/1899 12:52:00;69311;NO APLICA;NO;FLAGRANCIA;SI;-2,204103;-79,899072;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;6;5;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;SIN DATO;;BACHILLERATO;1;NO APLICA;09571202201639;SIN DATO;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;VENDEDOR;ESTUDIANTE;NO;NO APLICA;NO APLICA;EXCONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2022;MACHALA;EL ORO;FEMICIDIO;070101822040661;141 FEMICIDIO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;07;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;35;40;NO;JUICIO;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;AFROECUATORIANO/A-AFRODESCENDIENTE;30/4/2022;24/7/2022;1/5/2022;30/4/2022;1/5/2022;30/4/2022;30/4/2022;1/5/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;12:00;09:20;30/12/1899 13:13:00;68527;NO APLICA;NO;FLAGRANCIA;SI;-3,26668;-79,931277;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;4;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;07571202200643T;3;NO DETERMINADO;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;ESTUDIANTE;NO;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;PUERTO FRANCISCO DE ORELLANA;ORELLANA;FEMICIDIO;220101822070168;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;VIOLENCIA PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;22;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;26;28;NO;INVESTIGACION PREVIA;NO APLICA;UNION DE HECHO;UNION DE HECHO;MESTIZO/A;MESTIZO/A;21/7/2022;;SIN DATO;21/7/2022;24/7/2022;21/7/2022;23/7/2022;;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;20:00;17:15;30/12/1899 16:06:00;70645;NO APLICA;NO;FLAGRANCIA;SI;-0,664113;-76,87817;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;6;7;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;BACHILLERATO;1;NO APLICA;;SIN DATO;OTROS;SIN DATO;SI;NO APLICA;NO;JUICIO DE ALIMENTOS;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;SIN DATO;SI;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2022;CUENCA;AZUAY;FEMICIDIO;010101822051044;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;MARTILLO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;01;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;31;28;NO;INSTRUCCION FISCAL;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;2/6/2022;24/7/2022;2/6/2022;30/5/2022;5/6/2022;30/5/2022;3/6/2022;3/6/2022;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 25 Y 34 AÑOS;NO;SI;17:30;08:30;30/12/1899 13:46:00;69421;NO APLICA;NO;SAI;NO;-2,887709;-78,962114;DOMICILIO DEL VICTIMARIO;CASA/VILLA;NO APLICA;6;5;NO APLICA;NO APLICA;ECUADOR;ECUADOR;SIN DATO;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;BACHILLERATO;1;NO APLICA;01571202200863G;2;OTROS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDAS CONTUSAS;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;CONTADOR BACHILLER;ESTUDIANTE;NO;NO APLICA;NO APLICA;OTROS NO FAMILIARES;SI;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA CONTUNDENTE;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2021;LA CONCORDIA;SANTO DOMINGO DE LOS TSACHILAS;FEMICIDIO;230201821110018;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;SI;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;URBANA;CUCHILLO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;23;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;21;41;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;9/11/2021;14/11/2021;NO APLICA;9/11/2021;;9/11/2021;10/11/2021;;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 15 Y 24 AÑOS;NO;SI;20:50;19:15;30/12/1899 13:23:00;64359;NO APLICA;NO;SAI;NO;-0,00642;-79,39886;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;11;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;PRIMARIA;1;NO APLICA;;1;OTROS;SIN DATO;SI;NO APLICA;NO;NO;;;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;JORNALERO;SI;NO APLICA;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
